"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Iraq","IRQ","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","70.00830078125","70.5350723266602","71.0749816894531","72.5513076782227","75.555419921875","84.720100402832","89.6258926391602","90.6787796020508","105.061981201172","107.950149536133","104.817779541016","102.983451843262","99.9408874511719","100.355491638184","100.020622253418","101.291389465332","102.563957214355","103.563758850098","102.608787536621","","111.210830688477","92.5337600708008","91.1717910766602","","","82.7292709350586","","","92.7501068115234","90.0989379882812","","","96.0836791992188","95.075439453125","","","103.738700866699","","","","","","","","","","","","","","","","","",
